Trait1	Trait2	TestControl	NetColoc	Parameter Tested	Bin Size	T	T*	Observed Size	Expected Size	log2COLOC Score	COLOC P	LenientOrStrict	SNP-to-Gene
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	3	4	10	2.711	1.8831029817117377	6.415e-06	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	3.5	4	0	0.49	-inf	0.47	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	4	4	0	0.07	-inf	0.7929	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	bin	5	1	3	259	193.568	0.4201116269993255	1.978e-07	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	bin	10	1	3	241	201.311	0.2596071405553052	0.002256	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	bin	20	1	3	279	207.536	0.42690350840640473	2.302e-08	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	bin	40	1	3	244	195.027	0.3232072798664912	0.0001231	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	bin	80	1	3	240	182.924	0.3917900338118565	4.717e-06	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	bin	160	1	3	238	179.583	0.4063107879113489	1.718e-06	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	1	453	403.355	0.1674609105401506	0.004334	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	1.5	419	369.562	0.18113382383190804	0.003344	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1.5	1.5	175	145.311	0.2682110033623427	0.008467	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	2	347	310.42	0.16071415111842408	0.01777	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1.5	2	175	145.182	0.2694923263030553	0.006385	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2	2	69	50.539	0.4491992434987772	0.00499	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	2.5	296	253.169	0.2254964151808099	0.002166	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1.5	2.5	172	143.364	0.262725769212902	0.007676	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2	2.5	69	50.15	0.4603466610533507	0.006177	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2.5	2.5	29	18.392	0.6569745290714792	0.009786	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	3	251	205.339	0.2896796998905382	0.0006529	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1.5	3	160	131.846	0.27921810234172184	0.008017	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2	3	69	49.638	0.47515137390460105	0.004095	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2.5	3	29	18.379	0.6579946284058977	0.01181	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	3	3	11	6.236	0.8188106906015996	0.06413	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	3.5	200	164.94	0.2780586873153401	0.002508	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1.5	3.5	138	117.25	0.2350803442627924	0.02999	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2	3.5	69	50.37	0.45403163089470766	0.005385	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2.5	3.5	29	18.54	0.645411656276766	0.01299	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	3	3.5	11	6.15	0.8388452081854196	0.04001	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	3.5	3.5	2	1.98	0.01449956969511517	0.9888	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1	4	168	132.845	0.33871730409132994	0.0003953	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	1.5	4	124	101.87	0.28361087012466146	0.01639	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2	4	69	50.02	0.4640913043719236	0.005361	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	2.5	4	29	18.541	0.6453338431087695	0.01002	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	3	4	11	6.239	0.8181168092058322	0.04007	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	3.5	4	2	1.967	0.02400304238355674	0.9813	Lenient	S2G
EFO_0004343_GCST008998	EFO_0004343_GCST008998	Test	Binary(B)	th	10	4	4	0	0.574	-inf	0.4425	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	bin	5	1	3	587	151.317	1.9557864243203766	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	bin	10	1	3	585	158.857	1.8807079611930737	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	bin	20	1	3	557	150.531	1.8876167047609247	3.466999999999999e-280	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	bin	40	1	3	592	154.346	1.9394290810122343	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	bin	80	1	3	609	153.132	1.9916664337505248	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	bin	160	1	3	629	155.779	2.013559255064763	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	1	1172	386.344	1.6010146718642877	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	1.5	1096	347.42	1.6574950848188936	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1.5	1.5	556	119.183	2.221906415309497	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	2	941	279.024	1.7538055034375817	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1.5	2	556	119.769	2.2148303415474717	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2	2	262	33.08	2.9855356721409003	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	2.5	775	215.373	1.8473589110508892	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1.5	2.5	551	117.404	2.230570756329251	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2	2.5	262	32.657	3.004102641283671	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2.5	2.5	131	8.798	3.8962474002894134	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	3	626	163.354	1.9381608751121941	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1.5	3	520	104.74	2.3116991133538285	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2	3	262	33.058	2.986495462036881	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2.5	3	131	8.948	3.871857745140418	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	3	3	64	2.432	4.717856771218502	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	3.5	523	123.485	2.082475141422714	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1.5	3.5	458	88.418	2.3729355920629884	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2	3.5	262	33.007	2.9887228884109396	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2.5	3.5	131	8.965	3.8691194184438	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	3	3.5	64	2.587	4.628719945977346	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	3.5	3.5	28	0.68	5.363748270581989	5.731e-255	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1	4	447	93.906	2.2509855863753487	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	1.5	4	412	72.225	2.512074133505965	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2	4	262	32.756	2.999735713666854	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	2.5	4	131	8.675	3.9165592438465517	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	3	4	64	2.542	4.654035969657128	0.0	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	3.5	4	28	0.716	5.289323429455434	2.004e-226	Lenient	S2G
EFO_0010821_GCST90016673	EFO_0010821_GCST90016673	Test	Binary(B)	th	10	4	4	12	0.246	5.608232280044003	4.7999999999999976e-116	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	bin	5	1	3	208	204.263	0.026155628998094583	0.7655	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	bin	10	1	3	207	190.06	0.12317583318052054	0.1813	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	bin	20	1	3	211	175.086	0.26917926946175097	0.002858	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	bin	40	1	3	163	159.271	0.0333883590174366	0.7479	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	bin	80	1	3	130	135.837	-0.06336487875842928	0.5705	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	bin	160	1	3	172	135.549	0.34359409505947663	0.0004527	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	1	539	437.972	0.29944663317959486	8.185e-09	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	1.5	483	391.544	0.30284874868408646	1.254e-07	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1.5	1.5	157	138.818	0.1775699103142412	0.09347	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	2	382	318.261	0.2633622596530185	4e-05	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1.5	2	157	138.88	0.17692570622187248	0.08931	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2	2	37	42.263	-0.19186990854041117	0.3957	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	2.5	287	249.527	0.2018548064743337	0.00951	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1.5	2.5	156	136.603	0.19155686143611733	0.06662	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2	2.5	37	41.802	-0.17604669838408046	0.423	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2.5	2.5	12	13.232	-0.1409967337880314	0.7253	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	3	223	196.042	0.18588093998613237	0.03342	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1.5	3	140	123.759	0.17789338251750036	0.1043	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2	3	37	41.81	-0.17632277264046314	0.4457	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2.5	3	12	13.264	-0.14448150611250704	0.7279	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	3	3	7	5.389	0.3773373353299445	0.4702	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	3.5	166	154.991	0.09899879789426667	0.3319	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1.5	3.5	120	107.098	0.1641028670810425	0.1631	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2	3.5	37	41.805	-0.17615023242129077	0.4525	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2.5	3.5	12	13.192	-0.13662889805422387	0.7452	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	3	3.5	7	5.585	0.32579764134901396	0.5471	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	3.5	3.5	0	1.214	-inf	0.2526	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1	4	127	123.145	0.04447044505699585	0.7023	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	1.5	4	91	90.837	0.0025864851999541968	0.9858	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2	4	37	41.771	-0.17497641136988318	0.4484	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	2.5	4	12	13.406	-0.15984443312351287	0.7064	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	3	4	7	5.479	0.3534423184137116	0.5085	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	3.5	4	0	1.174	-inf	0.2761	Lenient	S2G
EFO_0006501_GCST010538	EFO_0006501_GCST010538	Test	Binary(B)	th	10	4	4	0	0.558	-inf	0.4545	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	bin	5	1	3	378	209.943	0.8483885483626985	6.769000000000001e-38	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	bin	10	1	3	398	218.383	0.8659078765728576	1.841e-42	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	bin	20	1	3	370	209.097	0.8233529076001828	6.413000000000001e-34	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	bin	40	1	3	345	193.233	0.8362548656941822	4.845e-32	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	bin	80	1	3	292	172.601	0.7585275460086933	1.6700000000000002e-23	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	bin	160	1	3	302	166.683	0.85744157819751	1.8830000000000003e-28	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	1	776	433.957	0.838504556655477	3.515999999999999e-86	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	1.5	733	402.556	0.8646237063055644	5.524999999999997e-88	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1.5	1.5	296	160.902	0.8794149170883967	2.2160000000000003e-30	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	2	616	339.316	0.8603008908788953	5.047000000000001e-72	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1.5	2	296	161.291	0.8759312371599285	5.149e-32	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2	2	103	53.93	0.9334843984473831	1.892e-12	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	2.5	499	275.268	0.8582029096778276	4.233e-54	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1.5	2.5	293	158.954	0.8822913429967142	1.234e-31	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2	2.5	103	53.944	0.9331099295172266	3.37e-12	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2.5	2.5	27	16.428	0.7168025548464998	0.005888	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	3	395	218.584	0.8536648513899752	2.9929999999999998e-40	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1.5	3	269	145.627	0.8853283093135694	4.286000000000001e-31	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2	3	103	53.683	0.9401071354934918	7.559e-13	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2.5	3	27	16.183	0.7384803283136376	0.007034	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	3	3	5	4.297	0.2185983177755109	0.726	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	3.5	299	171.273	0.8038477459393513	3.752e-26	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1.5	3.5	225	126.776	0.82764334711782	1.3750000000000002e-20	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2	3.5	103	53.355	0.9489489571749367	1.325e-12	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2.5	3.5	27	16.188	0.7380346531561319	0.006992	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	3	3.5	5	4.35	0.20091269392599656	0.7518	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	3.5	3.5	1	1.025	-0.035623909730721215	0.9797	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1	4	239	134.735	0.8268859510180693	5.405000000000002e-22	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	1.5	4	200	108.057	0.8882074660888014	6.369e-21	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2	4	103	53.94	0.9332169107223396	7.159e-12	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	2.5	4	27	16.362	0.7226103011891363	0.004228	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	3	4	5	4.224	0.24331826019099584	0.7014	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	3.5	4	1	1.09	-0.12432813500220176	0.9275	Lenient	S2G
EFO_0004741_GCST90018948	EFO_0004741_GCST90018948	Test	Binary(B)	th	10	4	4	0	0.389	-inf	0.5245	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	bin	5	1	3	282	193.864	0.5406502387227001	1.569e-12	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	bin	10	1	3	314	202.502	0.6328284023500941	3.437e-17	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	bin	20	1	3	280	199.611	0.48823560144408623	7.447e-10	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	bin	40	1	3	301	195.792	0.6204416689081097	6.972e-18	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	bin	80	1	3	258	176.787	0.5453588753371075	3.743e-11	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	bin	160	1	3	270	178.705	0.5953794070640763	4.473e-14	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	1	581	384.201	0.596676889568677	1.1990000000000001e-33	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	1.5	538	358.563	0.5853795481298114	3.757000000000001e-27	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1.5	1.5	252	151.739	0.7318317985994512	4.735e-18	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	2	481	308.765	0.6395276685532183	9.536e-31	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1.5	2	252	152.034	0.7290297380420518	1.276e-20	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2	2	82	51.13	0.681453883705865	7.128e-06	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	2.5	399	253.101	0.6566755389113478	1.1120000000000002e-24	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1.5	2.5	249	150.716	0.7243131608230498	1.704e-17	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2	2.5	82	51.476	0.6717239580440997	3.896e-06	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2.5	2.5	28	15.277	0.8740655632504907	0.00104	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	3	313	202.94	0.6251094051038184	3.069e-18	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1.5	3	230	138.323	0.7335927970378664	2.477e-17	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2	3	82	50.784	0.6912498764449889	3.23e-06	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2.5	3	28	15.472	0.85576712724285	0.001556	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	3	3	10	4.169	1.2622267227410606	0.004583	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	3.5	241	159.849	0.5923234276702636	6.03e-12	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1.5	3.5	194	122.706	0.6608508577016428	2.193e-12	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2	3.5	82	51.579	0.6688401069220529	1.203e-05	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2.5	3.5	28	15.297	0.8721780833699755	0.0008252	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	3	3.5	10	4.088	1.2905328986118279	0.002093	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	3.5	3.5	2	1.121	0.8352137218566603	0.4088	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1	4	188	126.905	0.5669837500674813	3.633e-09	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	1.5	4	155	102.969	0.5900581526333557	1.708e-08	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2	4	82	51.112	0.681961864985658	6.736e-06	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	2.5	4	28	15.147	0.8863947439474298	0.0005778	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	3	4	10	4.235	1.2395661253298884	0.004655	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	3.5	4	2	1.058	0.9186603725480612	0.3617	Lenient	S2G
EFO_0004741_GCST90103632	EFO_0004741_GCST90103632	Test	Binary(B)	th	10	4	4	0	0.437	-inf	0.5061	Lenient	S2G
EFO_0010225_GCST90060164	EFO_0010225_GCST90060164	Test	Binary(B)	bin	5	1	3	612	165.435	1.8872671645715124	0.0	Lenient	S2G
EFO_0010225_GCST90060164	EFO_0010225_GCST90060164	Test	Binary(B)	bin	10	1	3	632	165.164	1.9360252946552607	0.0	Lenient	S2G
EFO_0010225_GCST90060164	EFO_0010225_GCST90060164	Test	Binary(B)	bin	20	1	3	552	152.104	1.859610173741932	2.7289999999999995e-292	Lenient	S2G
EFO_0010225_GCST90060164	EFO_0010225_GCST90060164	Test	Binary(B)	bin	40	1	3	522	144.137	1.856609083602874	3.6339999999999993e-245	Lenient	S2G
